title,sales_price,low_estimate,high_estimate,signature,size,created,medium,auction_lot,auction_house,auction_date
Isle of Fear,-not sold-,"$70,000 ","$90,000 ",Signed on Reverse,"36.00"" x 40.00""",1988,Mixed Media / Canvas,334,Sotheby's New York,5/18/00
Remembering and Forgot,-not sold-,"$40,000 ","$60,000 ",Unavailable,"78.00"" x 150.00""",1986,Wood,686,"Christie's New York, Rockefeller Center",5/10/00
Lemon Drops,"$64,630 ","$25,000 ","$35,000 ",Signed,"11.20"" x 10.10""",1962,Mixed Media / Paper,390,"Christie's New York, Rockefeller Center",5/9/00
Mind if I Laugh in Your Face,"$16,450 ","$10,000 ","$15,000 ",Signed,"22.80"" x 29.80""",1984,Pastel / Paper,394,"Christie's New York, Rockefeller Center",5/9/00
Big Boy Jones,"$25,850 ","$15,000 ","$20,000 ",Signed,"59.60"" x 40.10""",1982,Paint / Paper,396,"Christie's New York, Rockefeller Center",5/9/00
Bunny,-not sold-,"$30,000 ","$50,000 ",Signed on Reverse,"12.20"" x 16.10""",1986,Paint / Paper,149,Sotheby's New York,2/23/00
Hollywood,"$48,300 ","$20,000 ","$30,000 ",Signed,"23.00"" x 29.00""",1971,Watercolor / Paper,271,Christie's Los Angeles,12/14/99
"Pencil, Broken Pencil","$107,000 ","$40,000 ","$60,000 ",Signed,"12.00"" x 11.30""",1963,Mixed Media / Paperboard,272,Christie's Los Angeles,12/14/99
It's About Time,"$14,950 ","$10,000 ","$15,000 ",Unavailable,"23.00"" x 29.00""",1981,Pastel / Paper,354,Christie's Los Angeles,12/14/99
A Large Dog,"$26,450 ","$10,000 ","$15,000 ",Unavailable,"23.00"" x 29.00""",1981,Pastel / Paper,357,Christie's Los Angeles,12/14/99
Remember and Forget,"$43,700 ","$35,000 ","$45,000 ",Unavailable,"78.00"" x 150.00""",1986,Mixed Media / Panel,363,Christie's Los Angeles,12/14/99
Horse,"$74,000 ","$40,000 ","$60,000 ",Signed,"52.00"" x 72.00""",1988,Acrylic / Canvas,364,Christie's Los Angeles,12/14/99
Sands of Time,"$43,130 ","$40,000 ","$60,000 ",Signed on Reverse,"36.20"" x 24.00""",1987,Acrylic / Linen,171,Sotheby's New York,11/18/99
Homeward Bound,"$101,500 ","$100,000 ","$150,000 ",Signed on Reverse,"120.00"" x 108.00""",1986,Acrylic / Canvas,197,Sotheby's New York,11/18/99
Limited Palette,"$37,380 ","$25,000 ","$35,000 ",Unavailable,"36.20"" x 36.20""",1989,Acrylic / Canvas,206,Sotheby's New York,11/18/99
Royal,"$37,380 ","$30,000 ","$40,000 ",Signed,"22.20"" x 28.00""",1971,Mixed Media / Paper,286,Sotheby's New York,11/18/99
Lisp,"$464,500 ","$400,000 ","$600,000 ",Signed on Reverse,"59.10"" x 54.30""",1968,Oil / Canvas,50,Sotheby's New York,11/17/99
Pudding,"$18,400 ","$15,000 ","$20,000 ",Signed,"11.50"" x 29.00""",1971,Mixed Media / Paper,135,Christie's Los Angeles,6/9/99
See,"$36,800 ","$30,000 ","$40,000 ",Signed,"30.00"" x 30.00""",1985,Oil / Canvas,140,Christie's Los Angeles,6/9/99
Brave Men Run in My Family,"$107,000 ","$30,000 ","$40,000 ",Signed,"60.10"" x 40.20""",1988,Mixed Media / Paper,159,Christie's Los Angeles,6/9/99
Small medium large companies,"$13,800 ","$12,000 ","$16,000 ",Signed,"23.00"" x 29.00""",1983,Paint / Paper,178,"Christie's New York, ""East""",5/18/99
Study for Light,"$11,500 ","$12,000 ","$18,000 ",Unavailable,"17.50"" x 34.30""",not given,Collage / Paper,208,"Christie's New York, ""East""",5/18/99
Metropolitan,"$85,000 ","$35,000 ","$45,000 ",Signed,"13.70"" x 22.50""",1961,Oil / Paper,406,"Christie's New York, Rockefeller Center",5/13/99
Metal Shavings,-not sold-,"$20,000 ","$30,000 ",Signed on Reverse,"36.00"" x 40.00""",1974,Mixed Media / Cloth,220,Sotheby's New York,2/17/99
Microscopic Migraines,"$25,300 ","$20,000 ","$30,000 ",Signed,"29.00"" x 40.10""",1989,Acrylic / Board,227,Sotheby's New York,2/17/99
17th Century,"$156,500 ","$150,000 ","$200,000 ",Signed on Reverse,"56.00"" x 134.00""",1968,Acrylic / Canvas,815,"Christie's New York, Rockefeller Center",11/20/98
Crooked Rats Radiant Smiles,"$12,650 ","$15,000 ","$20,000 ",Signed,"50.00"" x 38.00""",1982,Pastel / Paper,615,"Christie's New York, Rockefeller Center",11/19/98
"Super, Regular","$48,880 ","$40,000 ","$60,000 ",Signed,"40.20"" x 60.10""",1988,Paint / Paper,323,Sotheby's New York,11/18/98
Victory,"$17,250 ","$15,000 ","$20,000 ",Signed,"39.00"" x 29.00""",1988,Ink / Paper,329,Sotheby's New York,11/18/98
Do Az I Do,"$54,630 ","$60,000 ","$80,000 ",Signed on Reverse,"55.00"" x 74.00""",1988,Acrylic / Canvas,331,Sotheby's New York,11/18/98
Forgotten Landing Zone,-not sold-,"$30,000 ","$40,000 ",Signed,"23.00"" x 29.00""",1982,Pastel / Paper,6080,Bonhams California,10/29/98
World,"$17,000 ","$15,000 ","$20,000 ",Signed Initials,"11.00"" x 29.00""",1972,Pastel / Paper,33,Christie's Los Angeles,10/14/98
Pressures,"$19,000 ","$15,000 ","$20,000 ",Signed Initials,"11.00"" x 29.00""",1972,Paper,34,Christie's Los Angeles,10/14/98
Remember and Forget,"$35,000 ","$40,000 ","$60,000 ",Inscribed,"78.00"" x 150.00""",1986,Lacquer / Wood,58,Christie's Los Angeles,10/14/98
Old sign,"$27,000 ","$20,000 ","$30,000 ",Inscribed and Signed,"36.00"" x 36.00""",1989,Acrylic,69,Christie's Los Angeles,10/14/98
These Are Brave Days,"$24,810Â Â (Â£15,000)","$19,850Â Â (Â£12,000)","$24,810Â Â (Â£15,000)",Inscribed and Signed,"39.76"" x 59.84""",1989,Paper,394,"Sotheby's London, New Bond Street",7/3/98
Wolf,"$18,400 ","$15,000 ","$20,000 ",Unavailable,"9.50"" x 11.20""",1964,Crayon / Paper,170,Sotheby's New York,5/15/98
Raging Psychotic,"$31,050 ","$30,000 ","$50,000 ",Signed,"40.00"" x 60.00""",1989,Acrylic / Paper,226,Sotheby's New York,5/15/98
Nerves,"$23,000 ","$20,000 ","$25,000 ",Signed,"37.00"" x 56.50""",1985,Paint / Paper,137,"Christie's New York, Rockefeller Center",5/13/98
Spinning of Z's,"$24,150 ","$20,000 ","$30,000 ",Signed,"39.50"" x 56.50""",1985,Acrylic / Paper,172,"Christie's New York, Rockefeller Center",5/13/98
Okay,"$36,800 ","$25,000 ","$35,000 ",Signed,"49.60"" x 35.80""",1989,Acrylic / Paper,193,"Christie's New York, Rockefeller Center",5/13/98
150 MIles,"$26,450 ","$35,000 ","$45,000 ",Signed,"24.00"" x 40.00""",1989,Acrylic / Canvas,346,"Christie's New York, Rockefeller Center",5/13/98
This Is It,"$55,200 ","$45,000 ","$65,000 ",Unavailable,"36.00"" x 64.00""",1990,Acrylic / Canvas,406,"Christie's New York, Rockefeller Center",5/13/98
Carrots,"$23,000 ","$20,000 ","$30,000 ",Signed on Reverse,"22.50"" x 50.10""",1990,Acrylic / Canvas,153,"Christie's New York, ""East""",3/11/98
Cheese Circle,-not sold-,"$12,000 ","$18,000 ",Signed on Reverse,"14.20"" x 22.70""",1975,Mixed Media / Paper,157,"Christie's New York, ""East""",3/11/98
Local Storms,"$25,300 ","$25,000 ","$30,000 ",Signed on Reverse,"19.00"" x 24.00""",1973,Mixed Media,265,Sotheby's New York,3/11/98
Diminished Respect,"$19,550 ","$12,000 ","$15,000 ",Signed,"60.00"" x 40.00""",1985,Mixed Media / Paper,183,Sotheby's New York,11/20/97
Girls Girls Girls,"$33,350 ","$25,000 ","$30,000 ",Signed on Reverse,"22.00"" x 80.00""",1982,Oil / Canvas,211,Sotheby's New York,11/20/97
Victory,"$43,700 ","$25,000 ","$35,000 ",Signed on Reverse,"64.00"" x 64.00""",1988,Acrylic / Canvas,222,Sotheby's New York,11/20/97
The Teepees,"$55,200 ","$40,000 ","$60,000 ",Signed on Reverse,"38.00"" x 78.00""",1987,Acrylic / Canvas,235,Sotheby's New York,11/20/97
Two Eggs; Pea,"$20,700 ","$15,000 ","$20,000 ",Signed,"11.50"" x 28.80""",1971,Mixed Media / Paper,303,Sotheby's New York,11/20/97
Untitled Study,-not sold-,"$7,000 ","$9,000 ",Signed,"22.00"" x 30.50""",1983,Collage / Paper,345,Sotheby's New York,11/20/97
Ripe,"$167,500 ","$70,000 ","$90,000 ",Unavailable,"59.20"" x 54.80""",1967,Oil / Canvas,267,"Christie's New York, Rockefeller Center",11/19/97
Knee,"$13,800 ","$15,000 ","$20,000 ",Signed Initials,"11.10"" x 28.70""",1971,Mixed Media / Paper,268,"Christie's New York, Rockefeller Center",11/19/97
Colorfast?,-not sold-,"$15,000 ","$20,000 ",Signed,"7.50"" x 28.70""",1975,Mixed Media / Paper,269,"Christie's New York, Rockefeller Center",11/19/97
A Winter Vegetable Set Up,"$11,500 ","$15,000 ","$20,000 ",Unavailable,"23.00"" x 29.00""",1977,Mixed Media / Paper,271,"Christie's New York, Rockefeller Center",11/19/97
Screaming In Spanish,"$43,700 ","$30,000 ","$40,000 ",Signed on Reverse,"36.00"" x 40.00""",1974,Mixed Media / Cloth,331,"Christie's New York, Rockefeller Center",11/19/97
Somebody's Mother,"$25,300 ","$30,000 ","$40,000 ",Signed,"59.70"" x 39.70""",1986,Mixed Media / Paper,334,"Christie's New York, Rockefeller Center",11/19/97
End,"$13,800 ","$15,000 ","$20,000 ",Signed,"23.00"" x 29.00""",1983,Paint / Paper,411,"Christie's New York, Rockefeller Center",11/19/97
OH-OH,"$14,950 ","$15,000 ","$20,000 ",Signed,"23.00"" x 29.00""",1989,Ink / Paper,418,"Christie's New York, Rockefeller Center",11/19/97
Earth,"$29,900 ","$30,000 ","$40,000 ",Signed,"60.00"" x 40.10""",1986,Acrylic / Paper,420,"Christie's New York, Rockefeller Center",11/19/97
Homeward Bound,-not sold-,"$100,000 ","$150,000 ",Signed,"120.00"" x 108.00""",1986,Acrylic / Canvas,162,"Christie's New York, Rockefeller Center",11/18/97
Let's face it,"$16,540Â Â (Â£10,000)","$16,540Â Â (Â£10,000)","$24,810Â Â (Â£15,000)",unknown,"23.23"" x 29.13""",1983,Watercolor and pencil / Paper,82,"Christie's London, King Street",10/23/97
Fat Lip,"$25,300 ","$12,000 ","$18,000 ",Signed,"11.30"" x 29.00""",1968,Mixed Media / Paper,165,"Christie's New York, Rockefeller Center",5/8/97
Senorita,"$63,000 ","$20,000 ","$25,000 ",Signed,"60.00"" x 40.20""",1986,Mixed Media / Paper,173,"Christie's New York, Rockefeller Center",5/8/97
Microscopic Migraines,"$28,750 ","$15,000 ","$20,000 ",Signed,"29.00"" x 40.10""",1989,Acrylic / Board,248,"Christie's New York, Rockefeller Center",5/8/97
Little White Girl,"$70,700 ","$20,000 ","$25,000 ",Signed,"58.00"" x 38.00""",1986,Paint / Paper,261,"Christie's New York, Rockefeller Center",5/8/97
"Zip, Zip, Zip","$66,300 ","$35,000 ","$40,000 ",Signed,"22.00"" x 80.00""",1979,Oil / Canvas,267,"Christie's New York, Rockefeller Center",5/8/97
Untitled (Window),"$6,330 ","$7,000 ","$10,000 ",Signed,"23.00"" x 40.20""",1984,Chalk / Paper,154,"Christie's New York, ""East""",5/6/97
PM,"$39,690Â Â (Â£24,000)",n/a,n/a,unknown,"29.92"" x 40.16""",1988,Acrylic / Paper,236,"Sotheby's London, New Bond Street",12/6/96
Pillows,-not sold-,"$15,000 ","$20,000 ",Signed Initials,"11.50"" x 11.80""",1979,Collage / Paper,155,"Christie's New York, Rockefeller Center",11/21/96
Dream #1,"$39,100 ","$10,000 ","$15,000 ",Signed,"17.10"" x 46.20""",1987,Acrylic / Paper,165,"Christie's New York, Rockefeller Center",11/21/96
Indust Chem,"$17,250 ","$8,000 ","$12,000 ",Signed,"40.10"" x 60.00""",1986,Paint / Paper,260,"Christie's New York, Rockefeller Center",11/21/96
Little Black Girl,"$29,900 ","$12,000 ","$18,000 ",Signed,"60.10"" x 40.20""",1986,Paint / Paper,338,"Christie's New York, Rockefeller Center",11/21/96
So So,"$8,050 ","$10,000 ","$15,000 ",Signed,"30.00"" x 40.00""",1989,Acrylic / Paper,240,Sotheby's New York,11/20/96
Kay-Eye-Doubles,-not sold-,"$50,000 ","$70,000 ",Unavailable,"22.00"" x 79.70""",1979,Oil / Canvas,347,Sotheby's New York,11/20/96
Motel Management School,-not sold-,"$15,000 ","$20,000 ",Signed,"50.00"" x 38.00""",1982,Pastel / Paper,348,Sotheby's New York,11/20/96
The Funnelling of You-Know,"$18,400 ","$18,000 ","$22,000 ",Signed,"40.00"" x 60.00""",1985,Acrylic / Paper,365,Sotheby's New York,11/20/96
Anchor Stuck in Sand,-not sold-,"$120,000 ","$150,000 ",Signed on Reverse,"60.20"" x 112.20""",1990,Acrylic / Canvas,44,Sotheby's New York,11/19/96
Two People Checking on their,-not sold-,"$3,000 ","$5,000 ",Signed,"15.30"" x 43.30""",1979,Mixed Media / Paper,90,"Christie's New York, ""East""",11/19/96
Sin With Dripping Liquid,"$28,750 ","$15,000 ","$20,000 ",Signed,"14.50"" x 22.70""",1967,Mixed Media / Paper,72,Sotheby's New York,5/9/96
Face it,"$14,950 ","$10,000 ","$15,000 ",Signed,"14.00"" x 22.00""",1967,Mixed Media / Paper,196,Sotheby's New York,5/9/96
Brown Navigation,"$19,550 ","$20,000 ","$25,000 ",Signed,"60.00"" x 40.00""",1986,Chalk / Paper,344,Sotheby's New York,5/9/96
Untitled,"$51,750 ","$50,000 ","$70,000 ",Signed on Reverse,"60.10"" x 60.00""",1987,Mixed Media / Canvas,337,"Christie's New York, Rockefeller Center",5/8/96
Old Sign,-not sold-,"$35,000 ","$45,000 ",Signed,"36.00"" x 36.00""",1989,Acrylic / Canvas,434,"Christie's New York, Rockefeller Center",5/8/96
Two People Checking on,-not sold-,"$4,000 ","$6,000 ",Signed,"15.30"" x 43.30""",1979,Mixed Media / Paper,166,"Christie's New York, ""East""",5/7/96
The Joshua Tree,-not sold-,"$35,000 ","$40,000 ",Signed on Reverse,"24.00"" x 12.00""",1991,Oil / Canvas,5693,Bonhams California,4/25/96
Splinters and Seconal,"$5,750 ","$8,000 ","$10,000 ",Signed,"11.50"" x 28.80""",1973,Paint / Paper,55,"Christie's New York, Rockefeller Center",2/22/96
Stains,"$4,600 ","$8,000 ","$10,000 ",Signed,"11.50"" x 28.70""",1970,Paint / Paper,56,"Christie's New York, Rockefeller Center",2/22/96
Three Sheets With Castor,"$8,050 ","$6,000 ","$8,000 ",Signed,"11.50"" x 29.00""",1973,Mixed Media / Paper,66,"Christie's New York, Rockefeller Center",2/22/96
Very Angry People,"$6,330 ","$10,000 ","$15,000 ",Unavailable,"20.00"" x 24.00""",1973,Gouache,76,"Christie's New York, Rockefeller Center",2/22/96
In the Year of Our Lord 1984,"$17,250 ","$20,000 ","$25,000 ",Signed,"54.00"" x 60.00""",1978,Oil / Canvas,77,"Christie's New York, Rockefeller Center",2/22/96
City,"$37,380 ","$15,000 ","$20,000 ",Signed,"12.00"" x 29.50""",1967,Mixed Media / Paper,209,Sotheby's New York,11/16/95
3 Forks,-not sold-,"$18,000 ","$22,000 ",Signed,"14.20"" x 22.70""",1967,Mixed Media / Paper,216,Sotheby's New York,11/16/95
Reef,"$6,900 ","$12,000 ","$15,000 ",Signed on Reverse,"14.10"" x 22.70""",1975,Mixed Media / Paper,363,Sotheby's New York,11/16/95
Spots,"$7,480 ","$18,000 ","$22,000 ",Signed Initials,"11.50"" x 29.00""",1972,Mixed Media / Paper,371,Sotheby's New York,11/16/95
Metropolitain,"$31,050 ","$15,000 ","$20,000 ",Signed,"8.00"" x 9.00""",1961,Oil / Paper,243,"Christie's New York, Rockefeller Center",11/15/95
Indust. Chem,-not sold-,"$15,000 ","$20,000 ",Signed,"40.10"" x 60.00""",1986,Paint / Paper,340,"Christie's New York, Rockefeller Center",11/15/95
Hear Me Sonny?,"$17,250 ","$15,000 ","$20,000 ",Signed,"40.10"" x 60.00""",1986,Mixed Media / Paper,346,"Christie's New York, Rockefeller Center",11/15/95
Brave men run in my family,"$28,120Â Â (Â£17,000)",n/a,n/a,Inscribed and Signed,"59.84"" x 40.16""",1988,Acrylic,277,"Sotheby's London, New Bond Street",6/29/95
Spread,"$21,850 ","$15,000 ","$20,000 ",Signed,"23.00"" x 58.00""",1973,Mixed Media / Paper,208,"Christie's New York, Rockefeller Center",5/4/95
Let's Keep in Touch,"$48,300 ","$45,000 ","$55,000 ",Signed on Reverse,"22.00"" x 80.00""",1979,Oil / Canvas,262,"Christie's New York, Rockefeller Center",5/4/95
Kooks,"$20,700 ","$15,000 ","$20,000 ",Signed,"11.60"" x 29.00""",1970,Colored Pencil / Paper,196,Sotheby's New York,5/3/95
Nerve,"$10,930 ","$10,000 ","$15,000 ",Signed,"23.00"" x 29.00""",1989,Paint / Paper,209,Sotheby's New York,5/3/95
The,-not sold-,"$12,000 ","$15,000 ",Signed,"23.00"" x 29.00""",1989,Paint / Paper,341,Sotheby's New York,5/3/95
President,"$18,400 ","$20,000 ","$25,000 ",Signed on Reverse,"20.00"" x 24.00""",1972,Oil / Canvas,355,Sotheby's New York,5/3/95
Man Screaming,"$5,750 ","$6,000 ","$8,000 ",Signed,"15.30"" x 43.30""",1979,Mixed Media / Paper,64,"Christie's New York, Rockefeller Center",2/22/95
In the Year of our Lord,-not sold-,"$30,000 ","$40,000 ",Signed on Reverse,"54.00"" x 60.00""",1984,Oil / Canvas,170,"Christie's New York, Rockefeller Center",11/3/94
We Played House Together,-not sold-,"$50,000 ","$70,000 ",Signed on Reverse,"48.00"" x 48.00""",1988,Mixed Media / Canvas,181,"Christie's New York, Rockefeller Center",11/3/94
Girls,"$16,100 ","$15,000 ","$20,000 ",Signed,"38.60"" x 60.00""",1982,Chalk / Paper,236,"Christie's New York, Rockefeller Center",11/3/94
Trademark 2,"$16,100 ","$20,000 ","$30,000 ",Signed,"8.70"" x 13.50""",1962,Mixed Media / Paper,141,Sotheby's New York,11/2/94
Jelly,"$10,350 ","$12,000 ","$15,000 ",Signed,"11.50"" x 29.00""",1971,Mixed Media / Paper,221,Sotheby's New York,11/2/94
Sea of Desire,-not sold-,"$15,000 ","$20,000 ",Signed on Reverse,"20.00"" x 23.70""",1973,Mixed Media / Cloth,232,Sotheby's New York,11/2/94
White Shadow,"$21,850 ","$20,000 ","$25,000 ",Signed,"60.00"" x 39.50""",1985,Pastel / Paper,335,Sotheby's New York,11/2/94
Era Ends,"$65,750 ","$50,000 ","$70,000 ",Signed on Reverse,"64.00"" x 64.00""",1986,Oil / Canvas,347,Sotheby's New York,11/2/94
Untitled (Dish),-not sold-,"$25,000 ","$35,000 ",Signed,"40.00"" x 60.00""",1985,Acrylic / Paper,350,Sotheby's New York,11/2/94
Trashy Fish,"$8,630 ","$6,000 ","$8,000 ",Signed Initials,"7.50"" x 28.20""",1973,Mixed Media / Paper,172,"Christie's New York, ""East""",11/1/94
Cheese Paper,"$10,930 ","$10,000 ","$15,000 ",Unavailable,"22.50"" x 27.50""",1975,Mixed Media / Paper,177,Sotheby's New York,5/5/94
Radar,"$9,200 ","$10,000 ","$15,000 ",Signed,"22.00"" x 28.00""",1976,Mixed Media / Paper,200,Sotheby's New York,5/5/94
Sea of Desire,-not sold-,"$25,000 ","$30,000 ",Unavailable,"20.00"" x 23.70""",1973,Mixed Media / Cloth,209,Sotheby's New York,5/5/94
Carolina,-not sold-,"$25,000 ","$35,000 ",Unavailable,"60.00"" x 40.00""",1986,Mixed Media / Paper,301,Sotheby's New York,5/5/94
Murder,"$9,200 ","$10,000 ","$15,000 ",Signed,"23.00"" x 29.00""",1974,Mixed Media / Paper,292,"Christie's New York, Rockefeller Center",5/4/94
Heaven,-not sold-,"$60,000 ","$80,000 ",Signed on Reverse,"59.50"" x 146.00""",1986,Oil / Canvas,315,"Christie's New York, Rockefeller Center",5/4/94
Reef,-not sold-,"$8,000 ","$10,000 ",Signed,"14.00"" x 22.70""",1975,Mixed Media / Paper,319,"Christie's New York, Rockefeller Center",5/4/94
Devil Angel,-not sold-,"$20,000 ","$25,000 ",Signed,"35.80"" x 55.00""",1988,Mixed Media / Paper,94,Sotheby's New York,2/25/94
Light (Part 2),"$85,000 ","$90,000 ","$120,000 ",Unavailable,"62.00"" x 138.00""",1990,Acrylic / Canvas,102,Sotheby's New York,2/25/94
News,"$18,400 ","$10,000 ","$12,000 ",Signed,"11.50"" x 29.00""",1970,Mixed Media / Paper,102A,Sotheby's New York,2/25/94
"Canada, Mexico, USA","$23,000 ","$50,000 ","$60,000 ",Signed,"20.00"" x 160.00""",1980,Oil / Canvas,107,Sotheby's New York,2/25/94
Something That Was,"$8,630 ","$8,000 ","$12,000 ",Signed,"22.00"" x 29.00""",1982,Oil / Paper,88,"Christie's New York, Rockefeller Center",2/23/94
Trashy Fish,-not sold-,"$8,000 ","$12,000 ",Signed Initials,"7.50"" x 28.20""",1973,Mixed Media / Paper,102,"Christie's New York, Rockefeller Center",2/23/94
Other Matters,"$8,050 ","$6,000 ","$8,000 ",Unavailable,"14.20"" x 22.70""",1974,Pastel / Paper,116,Sotheby's New York,11/11/93
A Nerve Increasing Activity,"$11,500 ","$15,000 ","$20,000 ",Unavailable,"23.00"" x 29.00""",1984,Oil / Paper,117,Sotheby's New York,11/11/93
Victory,-not sold-,"$50,000 ","$70,000 ",Signed,"64.00"" x 64.00""",1988,Acrylic / Canvas,123,Sotheby's New York,11/11/93
Shooting Star,-not sold-,"$60,000 ","$80,000 ",Signed,"20.00"" x 154.00""",1980,Oil / Canvas,135,Sotheby's New York,11/11/93
Remember and Forget,-not sold-,"$60,000 ","$80,000 ",Unavailable,"78.00"" x 150.00""",1986,Oil / Wood,136,Sotheby's New York,11/11/93
Olds,"$74,000 ","$60,000 ","$80,000 ",Signed,"48.00"" x 48.00""",1989,Acrylic / Canvas,197,Sotheby's New York,11/11/93
Annie,"$17,250 ","$8,000 ","$12,000 ",Signed,"9.30"" x 9.20""",1967,Pencil / Paper,185,"Christie's New York, Rockefeller Center",11/10/93
Floating Paper,"$14,950 ","$8,000 ","$12,000 ",Signed,"14.00"" x 22.50""",1973,Mixed Media / Paper,190,"Christie's New York, Rockefeller Center",11/10/93
Very Angry People,"$29,900 ","$15,000 ","$20,000 ",Unavailable,"20.00"" x 24.00""",1973,Oil / Metal,223,"Christie's New York, Rockefeller Center",11/10/93
The Eighties,"$46,000 ","$60,000 ","$80,000 ",Signed,"20.10"" x 158.70""",1980,Acrylic / Canvas,379,"Christie's New York, Rockefeller Center",11/10/93
"City, City",-not sold-,"$10,000 ","$15,000 ",Signed,"23.00"" x 29.00""",1982,Mixed Media / Paper,74,"Christie's New York, ""East""",5/7/93
Wire,"$16,100 ","$12,000 ","$18,000 ",Signed,"19.70"" x 23.70""",1972,Oil / Canvas,169,"Christie's New York, ""East""",5/7/93
The Eighties,-not sold-,"$60,000 ","$80,000 ",Signed,"20.10"" x 158.70""",1980,Acrylic / Canvas,290,"Christie's New York, Rockefeller Center",5/5/93
Other Matters,-not sold-,"$8,000 ","$12,000 ",Unavailable,"14.20"" x 22.70""",1974,Pastel / Paper,133A,Sotheby's New York,5/4/93
Act,"$9,200 ","$8,000 ","$12,000 ",Unavailable,"14.10"" x 22.60""",1974,Mixed Media / Paper,144A,Sotheby's New York,5/4/93
SS Never The Less,-not sold-,"$20,000 ","$30,000 ",Signed,"53.50"" x 39.50""",1989,Acrylic / Paper,235,Sotheby's New York,5/4/93
"Small, Medium, Large Companies","$12,650 ","$12,000 ","$15,000 ",Signed,"23.00"" x 29.00""",1983,Drybrush / Paper,281,Sotheby's New York,2/25/93
1984,"$14,950 ","$10,000 ","$15,000 ",Signed,"14.20"" x 23.00""",1967,Drybrush / Paper,326,Sotheby's New York,2/25/93
"Angel, Devil",-not sold-,"$12,000 ","$15,000 ",Signed,"23.00"" x 29.00""",1985,Drybrush / Paper,334,Sotheby's New York,2/25/93
Light (Part I),"$112,500 ","$100,000 ","$150,000 ",Unavailable,"62.00"" x 138.00""",1989,Acrylic / Canvas,336,Sotheby's New York,2/25/93
Untitled,-not sold-,"$12,000 ","$15,000 ",Signed,"22.00"" x 30.50""",1983,Collage / Paper,369,Sotheby's New York,2/25/93
"Light, part I","$100,000 ",n/a,n/a,unknown,"62.00"" x 138.00""",1989,Acrylic,336,Sotheby's New York,2/23/93
Nice Destiny,"$23,100 ","$18,000 ","$22,000 ",Signed,"40.00"" x 60.10""",1989,Drybrush / Board,155,"Christie's New York, Rockefeller Center",11/19/92
Various Things That Hurt,"$12,100 ","$15,000 ","$20,000 ",Signed on Reverse,"21.60"" x 28.20""",1976,Drybrush / Paper,379,"Christie's New York, Rockefeller Center",11/19/92
Study for Light,"$12,100 ","$15,000 ","$18,000 ",Unavailable,"17.20"" x 34.50""",1990,Mixed Media / Board,398,"Christie's New York, Rockefeller Center",11/19/92
Study for Light,"$9,350 ","$15,000 ","$18,000 ",Unavailable,"17.20"" x 34.50""",1990,Mixed Media / Board,399,"Christie's New York, Rockefeller Center",11/19/92
The Study of Friction and Wear,"$71,500 ","$80,000 ","$120,000 ",Signed on Reverse,"83.70"" x 138.00""",1983,Oil / Canvas,71,"Christie's New York, Rockefeller Center",11/18/92
Girls Girls Girls,-not sold-,"$65,000 ","$85,000 ",Signed on Reverse,"22.00"" x 80.00""",1982,Oil / Canvas,163,Sotheby's New York,11/18/92
Water Soluble Dreams,-not sold-,"$12,000 ","$15,000 ",Signed,"23.00"" x 29.00""",1984,Drybrush / Paper,181,Sotheby's New York,11/18/92
You and Me,"$17,600 ","$12,000 ","$15,000 ",Signed,"23.00"" x 29.00""",1983,Drybrush / Paper,188,Sotheby's New York,11/18/92
True Lady,"$27,500 ",n/a,n/a,unknown,"60.00"" x 40.00""",1986,Acrylic / Paper,294,Sotheby's New York,11/18/92
True Lady,"$30,250 ","$30,000 ","$35,000 ",Unavailable,"60.10"" x 40.20""",1986,Acrylic / Paper,294A,Sotheby's New York,11/18/92
Do You Think She Has It?,"$13,200 ","$15,000 ","$20,000 ",Signed on Reverse,"36.00"" x 40.00""",1974,Mixed Media / Cloth,109,Sotheby's New York,10/6/92
Baby Cakes,"$19,800 ","$15,000 ","$20,000 ",Signed on Reverse,"36.00"" x 40.00""",1974,Mixed Media / Cloth,139,Sotheby's New York,10/6/92
The S-Sea of D-D-Desire,"$12,100 ","$10,000 ","$15,000 ",Signed,"23.00"" x 29.20""",1979,Pastel / Paper,150,Sotheby's New York,10/6/92
Rain,"$17,600 ","$10,000 ","$15,000 ",Signed,"23.00"" x 29.00""",1970,Mixed Media / Paper,322,Sotheby's New York,5/7/92
More Poison,"$16,500 ","$20,000 ","$25,000 ",Signed,"22.20"" x 30.00""",1984,Drybrush / Paper,326,Sotheby's New York,5/7/92
Gimme That Gate pass,-not sold-,"$10,000 ","$15,000 ",Signed on Reverse,"22.50"" x 28.50""",1976,Drybrush / Paper,344,"Christie's New York, Rockefeller Center",5/6/92
Days of the Week,"$77,000 ","$100,000 ","$150,000 ",Signed on Reverse,"22.10"" x 80.00""",1979,Oil / Canvas,62,"Christie's New York, Rockefeller Center",5/5/92
Do Az I Do,"$71,500 ","$70,000 ","$90,000 ",Signed on Reverse,"55.00"" x 74.00""",1988,Acrylic / Canvas,181,Sotheby's New York,11/14/91
Various Cruelties,"$18,700 ","$40,000 ","$50,000 ",Unavailable,"36.00"" x 40.00""",1974,Mixed Media / Cloth,343A,Sotheby's New York,11/14/91
Olds,-not sold-,"$80,000 ","$120,000 ",Signed on Reverse,"48.00"" x 48.00""",1989,Acrylic / Canvas,362,Sotheby's New York,11/14/91
